Timestamp,PodStatus,Energy_Drift,Coherence,ESV_Valid_Ratio,Lineage_Epsilon,Quarantined,Governor_Delta,Shard_Count,Replay_Variance,Status
2025-11-18 18:15:06,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 18:16:08,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 18:17:10,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 18:18:11,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 18:19:13,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 18:20:15,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 18:21:17,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 18:22:19,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 18:23:20,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 18:24:22,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 19:56:51,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 19:57:52,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 19:58:54,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 19:59:55,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:00:57,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:01:59,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:03:01,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:04:02,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:05:03,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:06:05,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:07:06,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:08:08,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:09:10,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:10:12,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:11:13,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:12:15,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:13:17,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:14:18,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:15:20,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:16:21,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:17:23,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:18:25,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:19:27,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:20:28,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:21:31,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:22:32,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:23:34,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:24:36,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:25:37,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:26:39,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:27:40,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:28:42,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:29:43,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:30:45,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:31:47,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:32:48,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:33:50,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:34:51,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:35:53,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:36:55,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:37:56,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:38:57,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:39:58,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:41:00,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:42:02,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:43:03,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:44:04,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:45:06,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:46:08,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:47:10,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:48:11,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:49:13,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:51:14,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:52:16,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:53:17,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:54:18,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:55:20,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:56:22,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:57:24,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:58:25,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 20:59:26,True,0,1,1,0,False,0,0,0,DEGRADED
2025-11-18 21:00:27,True,0,1,1,0,False,0,0,0,HEALTHY
2025-11-18 21:01:28,True,0,1,1,0,False,0,0,0,DEGRADED
